"Peak.ID","Chr","Start","End","Strand","Peak.Caller.Combination","Peak.Caller.Overlaps","ChIP.Tag.Count","Control.Tag.Count","Fold.Change","Peak.Center","Number.of.Motifs","negLog10_IDR","IDR","Annotation","Detailed.Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Nearest.Refseq","Nearest.Ensembl","Gene.Name","Gene.Alias","Gene.Description","Gene.Type","negLog10_IDR_MACS2_vs_union","negLog10_IDR_GEM_vs_union","negLog10_IDR_HOMER_vs_union","negLog10_IDR_Genrich_vs_union","negLog10_IDR_SEACR_vs_union","negLog10_IDR_SICER2_vs_union","annot_class","details","SYMBOL"
"chr3:96629290-96630900","chr3",96629290,96630900,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,13,1,13,96630078,0,18.557701,0,"promoter-TSS ","promoter-TSS (NR_003619)",167,"NM_025875",60365,NA,"NM_025875","ENSMUSG00000038374","Rbm8a","2310057C03Rik|Rbm8","RNA binding motif protein 8a","protein-coding",4.73169,1.67523,3.841772,3.896304,2.928907,1.483798,"Promoter",NA,"6330549D23Rik"
"chr3:96634850-96637032","chr3",96634850,96637032,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,34,0,34,96635697,0,22.948984,0,"promoter-TSS ","promoter-TSS (NM_001162388)",94,"NM_001162388",18632,NA,"NM_011069","ENSMUSG00000028102","Pex11b","PEX11beta|Pex11pbeta","peroxisomal biogenesis factor 11 beta","protein-coding",5,2.025601,4.976848,5,4.273459,1.673076,"Promoter",NA,"Pex11b"
"chr3:96669875-96671149","chr3",96669875,96671149,".","MACS2|GEM|HOMER|Genrich|SICER2",5,9,0,9,96670301,0,11.603804,0,"intron ","intron (NM_001356539, intron 1 of 12)",381,"NM_001356538",213121,NA,"NM_001081139","ENSMUSG00000038354","Ankrd35","4732436F15Rik","ankyrin repeat domain 35","protein-coding",3.116464,1.616267,2.596678,2.865637,0.075123,1.333635,"Promoter",NA,"Ankrd35"
"chr3:96695813-96698300","chr3",96695813,96698300,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,71,2,35.5,96696961,0,24.028418,0,"promoter-TSS ","promoter-TSS (NM_018812)",-20,"NM_018812",229615,NA,"NM_018812","ENSMUSG00000028101","Pias3","Pias3l","protein inhibitor of activated STAT 3","protein-coding",5,2.140197,5,5,5,1.888221,"Promoter",NA,"Pias3"
"chr3:96726456-96729849","chr3",96726456,96729849,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,65,1,65,96727936,0,23.65307,0,"promoter-TSS ","promoter-TSS (NM_028925)",541,"NM_026406",67845,NA,"NM_026406","ENSMUSG00000028098","Rnf115","2610028E05Rik|Zfp364","ring finger protein 115","protein-coding",5,2.029143,5,5,5,1.623927,"Promoter",NA,"Polr3c"
"chr3:96904450-96906149","chr3",96904450,96906149,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,32,6,5.33,96905134,0,5.560766,2.75e-06,"promoter-TSS ","promoter-TSS (NM_026229)",-1,"NM_026229",67549,NA,"NM_026229","ENSMUSG00000028096","Gpr89","4933412D19Rik|Gpr89a|SH120","G protein-coupled receptor 89","protein-coding",1.290556,0.892784,0.492383,1.053162,0.607617,1.224264,"Promoter",NA,"Gja5"
"chr3:97157800-97160473","chr3",97157800,97160473,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,45,0,45,97159025,0,23.366731,0,"5' UTR ","5' UTR (NM_019800, exon 1 of 10)",359,"NM_019800",66659,NA,"NM_019800","ENSMUSG00000028093","Acp6","5730559A09Rik|ACPL1|mPACPL1","acid phosphatase 6, lysophosphatidic","protein-coding",5,2.093218,5,5,4.637749,1.635764,"Promoter",NA,"Acp6"
"chr3:97225350-97228999","chr3",97225350,97228999,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,24,3,8,97227509,0,12.431602,0,"intron ","GC_rich|Low_complexity|Low_complexity",190,"NM_029933",77578,NA,"NM_029933","ENSMUSG00000038256","Bcl9","2610202E01Rik|8030475K17Rik|A330041G23Rik|Gm130","B cell CLL/lymphoma 9","protein-coding",2.628618,1.617258,2.046167,2.992288,1.757989,1.389282,"Promoter",NA,"Bcl9"
"chr3:97295150-97298670","chr3",97295150,97298670,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,62,0,62,97297533,0,23.672481,0,"Intergenic","Intergenic",-69546,"NM_029933",77578,NA,"NM_029933","ENSMUSG00000038256","Bcl9","2610202E01Rik|8030475K17Rik|A330041G23Rik|Gm130","B cell CLL/lymphoma 9","protein-coding",5,2.016201,5,5,5,1.65628,"Promoter",NA,"Bcl9"
"chr3:97609050-97610636","chr3",97609050,97610636,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,17,0,17,97609904,0,20.386433,0,"intron ","intron (NM_026539, intron 1 of 22)",347,"NM_026539",68058,NA,"NM_026539","ENSMUSG00000028089","Chd1l","4432404A22Rik|Alc1|Snf2p","chromodomain helicase DNA binding protein 1-like","protein-coding",5,1.844599,4.239096,4.443828,3.320137,1.538773,"Promoter",NA,"Chd1l"
"chr3:97657300-97659950","chr3",97657300,97659950,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,66,4,16.5,97658503,0,22.354445,0,"exon ","exon (NM_182997, exon 2 of 8)",413,"NM_182997",108097,NA,"NM_182997","ENSMUSG00000038205","Prkab2","5730553K21Rik","protein kinase, AMP-activated, beta 2 non-catalytic subunit","protein-coding",4.91767,1.908873,4.614322,4.960977,3.928077,2.024526,"Promoter",NA,"Prkab2"
"chr3:97764100-97768649","chr3",97764100,97768649,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,39,2,19.5,97767517,0,22.82878,0,"intron ","intron (NM_001039376, intron 8 of 46)",1640,"NR_110360",83679,NA,"NM_031401","ENSMUSG00000038170","Pde4dip","4732458A06Rik|9430063L05Rik|D130016K21Rik|D3Bwg1078e|Usmg4|mKIAA0454","phosphodiesterase 4D interacting protein (myomegalin)","protein-coding",5,2.002094,4.923477,5,4.321894,1.581315,"Promoter",NA,"Pde4dip"
"chr3:97865889-97868654","chr3",97865889,97868654,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,14,1,14,97867607,0,19.424534,0,"intron ","intron (NM_001039376, intron 1 of 46)",21436,"NM_001289701",83679,NA,"NM_031401","ENSMUSG00000038170","Pde4dip","4732458A06Rik|9430063L05Rik|D130016K21Rik|D3Bwg1078e|Usmg4|mKIAA0454","phosphodiesterase 4D interacting protein (myomegalin)","protein-coding",4.442108,1.757656,3.949478,4.583093,3.191791,1.500408,"Promoter",NA,"Pde4dip"
"chr3:97900819-97902297","chr3",97900819,97902297,".","MACS2|GEM|HOMER|Genrich|SICER2",5,5,1,5,97901514,0,4.843256,1.435e-05,"intron ","intron (NM_011342, intron 1 of 4)",331,"NM_011342",20333,NA,"NM_011342","ENSMUSG00000027879","Sec22b","4930564D15Rik|ERS-24|Sec22l1","SEC22 homolog B, vesicle trafficking protein","protein-coding",0.96996,0.594453,0.476197,0.976635,0.606867,1.219144,"Promoter",NA,"Sec22b"
"chr3:98012750-98016621","chr3",98012750,98016621,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,50,2,25,98014183,0,23.454945,0,"intron ","intron (NM_010928, intron 1 of 33)",1147,"NM_010928",18129,NA,"NM_010928","ENSMUSG00000027878","Notch2","N2","notch 2","protein-coding",5,1.997153,5,5,4.804876,1.652916,"Promoter",NA,"Notch2"
"chr3:9830768-9834049","chr3",9830768,9834049,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,44,0,44,9832911,0,24.6061,0,"intron ","intron (NM_001195031, intron 1 of 8)",1271,"NM_001195031",94212,NA,"NM_053182","ENSMUSG00000027508","Pag1","Cbp|F730007C19Rik|Pag","phosphoprotein associated with glycosphingolipid microdomains 1","protein-coding",5,2.468726,5,5,5,2.137374,"Promoter",NA,"Pag1"
"chr3:98335650-98340368","chr3",98335650,98340368,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,20,1,20,98338963,0,23.124388,0,"intron ","intron (NM_016966, intron 1 of 11)",1960,"NM_016966",236539,NA,"NM_016966","ENSMUSG00000053398","Phgdh","3-PGDH|3PGDH|4930479N23|A10|PGAD|PGD|PGDH|SERA","3-phosphoglycerate dehydrogenase","protein-coding",5,1.985928,5,5,4.547101,1.591359,"Promoter",NA,"Phgdh"
"chr3:98381650-98384449","chr3",98381650,98384449,".","MACS2|GEM|HOMER|Genrich|SICER2",5,10,0,10,98382590,0,14.695635,0,"intron ","intron (NM_172863, intron 1 of 2)",568,"NM_172863",242109,NA,"NM_172863","ENSMUSG00000050064","Zfp697","9430053K19|Znf697","zinc finger protein 697","protein-coding",3.364252,1.638377,2.897982,3.39413,1.448744,1.95215,"Promoter",NA,"Zfp697"
"chr4:100095700-100096949","chr4",100095700,100096949,".","MACS2|GEM|HOMER|Genrich|SICER2",5,19,0,19,100096267,0,16.290394,0,"intron ","CpG",533,"NM_001312690",26563,NA,"NM_013845","ENSMUSG00000035305","Ror1","2810404D04Rik|Ntrkr1","receptor tyrosine kinase-like orphan receptor 1","protein-coding",4.710935,1.715827,3.721915,3.999222,0.64883,1.493665,"Promoter",NA,"Ror1"
"chr4:100775400-100780130","chr4",100775400,100780130,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,61,0,61,100777661,0,24.120201,0,"intron ","CpG",1086,"NM_198037",320508,NA,"NM_198037","ENSMUSG00000028532","Cachd1","1190007F10Rik|B430218L07Rik|Vwcd1|mKIAA1573","cache domain containing 1","protein-coding",5,2.242141,5,5,5,1.87806,"Promoter",NA,"Cachd1"
"chr4:101068600-101070849","chr4",101068600,101070849,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,33,2,16.5,101069544,0,21.979623,0,"intron ","CpG",686,"NM_183024",242570,NA,"NM_183024","ENSMUSG00000035275","Raver2","A430091O22Rik","ribonucleoprotein, PTB-binding 2","protein-coding",5,1.870054,4.625237,5,3.936603,1.547729,"Promoter",NA,"Raver2"
"chr4:101262969-101265799","chr4",101262969,101265799,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,48,0,48,101264709,0,24.631335,0,"intron ","intron (NM_013567, intron 1 of 22)",839,"NM_013567",16451,NA,"NM_013567","ENSMUSG00000028530","Jak1","BAP004|C130039L05Rik","Janus kinase 1","protein-coding",5,2.486322,5,5,5,2.145013,"Promoter",NA,"Jak1"
"chr4:101353748-101359049","chr4",101353748,101359049,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,35,2,17.5,101356235,0,22.545187,0,"promoter-TSS ","promoter-TSS (NR_040708)",-150,"NR_040708",77866,NA,"NR_040708","ENSMUSG00000086782","E130102H24Rik","-","RIKEN cDNA E130102H24 gene","ncRNA",5,1.945514,4.815299,5,4.230011,1.554363,"Promoter",NA,"0610043K17Rik"
"chr4:101418350-101425499","chr4",101418350,101425499,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,58,0,58,101420489,0,24.085737,0,"intron ","intron (NM_001177604, intron 2 of 5)",2221,"NM_009647",11639,NA,"NM_009647","ENSMUSG00000028527","Ak4","AK 4|Ak-3|Ak-4|Ak3|Ak3l1|D4Ertd274e","adenylate kinase 4","protein-coding",5,2.31633,5,5,5,1.769407,"Promoter",NA,"Ak4"
"chr4:101550050-101552899","chr4",101550050,101552899,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,7,0,7,101551436,0,11.972101,0,"promoter-TSS ","promoter-TSS (NR_168609)",-273,"NR_168609",102639781,NA,"NR_168609","ENSMUSG00000120834","Gm36012","-","predicted gene, 36012","ncRNA",3.17951,1.516956,1.466938,2.636164,1.488536,1.683997,"Promoter",NA,"Dnajc6"
"chr4:101646600-101649249","chr4",101646600,101649249,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,30,4,7.5,101647780,0,11.324015,0,"intron ","CpG",141,"NM_175036",230514,NA,"NM_175036","ENSMUSG00000035212","Leprot","LEPR|OB-RGRP|Obrgrp|VPS55","leptin receptor overlapping transcript","protein-coding",2.348683,1.41921,1.735491,2.879845,1.658339,1.282447,"Promoter",NA,"Leprot"
"chr4:102253771-102259549","chr4",102253771,102259549,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,12,0,12,102256189,0,18.712262,0,"intron ","intron (NM_019840, intron 1 of 14)",1721,"NM_019840",18578,NA,"NM_019840","ENSMUSG00000028525","Pde4b","Dpde4|dunce","phosphodiesterase 4B, cAMP specific","protein-coding",3.409201,1.642197,3.952527,5,3.202902,1.505435,"Promoter",NA,"Pde4b"
"chr4:102533250-102534849","chr4",102533250,102534849,".","MACS2|GEM|HOMER|Genrich|SICER2",5,12,5,2.4,102534239,0,1.17857,0.06628725,"intron ","intron (NM_001374780, intron 5 of 14)",-36011,"NM_001177980",18578,NA,"NM_019840","ENSMUSG00000028525","Pde4b","Dpde4|dunce","phosphodiesterase 4B, cAMP specific","protein-coding",0.167154,0.150044,0.083742,0.12766,0.088475,0.561495,"Intron","ENSMUST00000106911.7/18578, intron 7 of 16)","Pde4b"
"chr4:102569590-102575449","chr4",102569590,102575449,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,65,0,65,102571816,0,24.669707,0,"intron ","intron (NM_001374780, intron 6 of 14)",2459,"NM_001177980",18578,NA,"NM_019840","ENSMUSG00000028525","Pde4b","Dpde4|dunce","phosphodiesterase 4B, cAMP specific","protein-coding",5,2.50632,5,5,5,2.163387,"Promoter",NA,"Pde4b"
"chr4:102758600-102762694","chr4",102758600,102762694,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,33,1,33,102760521,0,23.332493,0,"intron ","intron (NM_144906, intron 1 of 23)",512,"NM_001285860",73094,NA,"NM_144906","ENSMUSG00000028524","Sgip1","3110007P09Rik|SGIP1alpha|gag","SH3-domain GRB2-like (endophilin) interacting protein 1","protein-coding",5,1.797988,5,5,5,1.534505,"Promoter",NA,"Sgip1"
"chr4:103112600-103115949","chr4",103112600,103115949,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,36,0,36,103114548,0,23.682761,0,"promoter-TSS ","promoter-TSS (NM_027696)",25,"NM_146254",242584,NA,"NM_146254","ENSMUSG00000035126","Dnai4","Wdr78","dynein axonemal intermediate chain 4","protein-coding",5,2.060168,5,5,5,1.622593,"Promoter",NA,"Dnai4"
"chr4:103118332-103121726","chr4",103118332,103121726,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,19,1,19,103119880,0,22.560997,0,"intron ","intron (NM_001039081, intron 1 of 12)",639,"NM_001039081",71148,NA,"NM_027696","ENSMUSG00000028522","Mier1","4933425I22Rik|5830411K19Rik|er1","MEIR1 treanscription regulator","protein-coding",5,1.951468,4.634476,5,4.017055,1.957998,"Promoter",NA,"Mier1"
"chr4:103212400-103215991","chr4",103212400,103215991,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,40,0,40,103214689,0,24.288008,0,"intron ","intron (NM_177732, intron 1 of 9)",981,"NM_001356276",242585,NA,"NM_177732","ENSMUSG00000028521","Slc35d1","C330011J09|UGTREL7|mKIAA0260","solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1","protein-coding",5,2.181163,5,5,5,2.106845,"Promoter",NA,"Slc35d1"
"chr4:103313150-103315149","chr4",103313150,103315149,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,45,0,45,103314087,0,21.170532,0,"intron ","CpG",303,"NM_025909",67013,NA,"NM_025909","ENSMUSG00000035069","Oma1","2010001O09Rik|MPRP-1|ZMPOMA1","OMA1 zinc metallopeptidase","protein-coding",5,1.940486,4.224748,4.954467,3.522443,1.528388,"Promoter",NA,"Oma1"
"chr4:104366340-104370035","chr4",104366340,104370035,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,52,0,52,104368211,0,24.222106,0,"intron ","intron (NM_010014, intron 1 of 6)",649,"NR_104385",13131,NA,"NM_010014","ENSMUSG00000028519","Dab1","C630028C02Rik|scm|scr|scrambler|yot","disabled 1","protein-coding",5,2.228103,5,5,5,1.994003,"Promoter",NA,"Dab1"
"chr4:105108128-105110935","chr4",105108128,105110935,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,39,0,39,105109661,0,23.912165,0,"intron ","CpG",367,"NM_001356568",108079,NA,"NM_178143","ENSMUSG00000028518","Prkaa2","2310008I11Rik|A830082D05|AMPKalpha2","protein kinase, AMP-activated, alpha 2 catalytic subunit","protein-coding",5,2.163398,5,5,5,1.748767,"Promoter",NA,"Prkaa2"
"chr4:105156737-105166999","chr4",105156737,105166999,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,58,0,58,105159539,0,23.935789,0,"intron ","intron (NM_080555, intron 1 of 5)",4521,"NM_080555",67916,NA,"NM_080555","ENSMUSG00000028517","Plpp3","1110003O22Rik|2610002D05Rik|D4Bwg0538e|D4Bwg1535e|Lpp3|PRG-2|Ppab2b|Ppap2b","phospholipid phosphatase 3","protein-coding",5,2.232933,5,5,5,1.702856,"Promoter",NA,"Plpp3"
"chr4:105174300-105176799","chr4",105174300,105176799,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,21,3,7,105175491,0,9.576807,0,"intron ","intron (NM_080555, intron 1 of 5)",18202,"NM_080555",67916,NA,"NM_080555","ENSMUSG00000028517","Plpp3","1110003O22Rik|2610002D05Rik|D4Bwg0538e|D4Bwg1535e|Lpp3|PRG-2|Ppab2b|Ppap2b","phospholipid phosphatase 3","protein-coding",1.841671,1.236049,1.567479,2.279644,1.545902,1.106062,"Intron","ENSMUST00000064139.7/67916, intron 1 of 5)","Plpp3"
"chr4:105179760-105182799","chr4",105179760,105182799,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,7,2,3.5,105181234,0,1.468452,0.03400541,"intron ","intron (NM_080555, intron 1 of 5)",23932,"NM_080555",67916,NA,"NM_080555","ENSMUSG00000028517","Plpp3","1110003O22Rik|2610002D05Rik|D4Bwg0538e|D4Bwg1535e|Lpp3|PRG-2|Ppab2b|Ppap2b","phospholipid phosphatase 3","protein-coding",0.318082,0.047351,0.11312,0.145636,0.121815,0.722448,"Intron","ENSMUST00000064139.7/67916, intron 1 of 5)","Plpp3"
"chr4:106314030-106320949","chr4",106314030,106320949,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,84,0,84,106316837,0,24.500468,0,"intron ","intron (NM_183225, intron 1 of 67)",1276,"NM_183225",329908,NA,"NM_183225","ENSMUSG00000028514","Usp24","2700066K03Rik|2810030C21Rik|B130021E18","ubiquitin specific peptidase 24","protein-coding",5,2.504406,5,5,5,1.996062,"Promoter",NA,"Usp24"
"chr4:106559750-106564249","chr4",106559750,106564249,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,38,0,38,106561718,0,23.890741,0,"intron ","intron (NM_053272, intron 1 of 8)",961,"NM_053272",74754,NA,"NM_053272","ENSMUSG00000034926","Dhcr24","2310076D10Rik|5830417J06Rik|mKIAA0018","24-dehydrocholesterol reductase","protein-coding",5,2.143511,5,5,5,1.74723,"Promoter",NA,"Dhcr24"
"chr4:106650750-106651649","chr4",106650750,106651649,".","MACS2|GEM|HOMER|Genrich|SICER2",5,5,0,5,106651206,0,3.825521,0.00014944,"intron ","CpG",130,"NM_172272",230577,NA,"NM_172272","ENSMUSG00000043572","Pars2","-","prolyl-tRNA synthetase (mitochondrial)(putative)","protein-coding",0.842207,0.654742,0.570389,0.682613,0.03248,1.04309,"Promoter",NA,"Pars2"
"chr4:106777802-106778949","chr4",106777802,106778949,".","MACS2|GEM|HOMER|Genrich|SICER2",5,17,0,17,106778603,0,11.755126,0,"intron ","intron (NM_001347159, intron 1 of 15)",21456,"NM_025590",329910,NA,"NM_025590","ENSMUSG00000034853","Acot11","1110020M10Rik|2010309H15Rik|BFIT|BFIT1|Thea|Them1|mKIAA0707","acyl-CoA thioesterase 11","protein-coding",2.483338,1.460168,2.908129,3.062184,0.496891,1.344416,"Intron","ENSMUST00000102762.9/329910, intron 1 of 15)","Acot11"
"chr4:106797900-106800649","chr4",106797900,106800649,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,40,0,40,106799279,0,23.63158,0,"intron ","intron (NM_001347159, intron 1 of 15)",557,"NM_025590",329910,NA,"NM_025590","ENSMUSG00000034853","Acot11","1110020M10Rik|2010309H15Rik|BFIT|BFIT1|Thea|Them1|mKIAA0707","acyl-CoA thioesterase 11","protein-coding",5,1.996331,5,5,5,1.635249,"Promoter",NA,"Acot11"
"chr4:106838410-106840849","chr4",106838410,106840849,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,16,0,16,106839712,0,16.885254,0,"Intergenic","CpG",-34622,"NM_001347159",329910,NA,"NM_025590","ENSMUSG00000034853","Acot11","1110020M10Rik|2010309H15Rik|BFIT|BFIT1|Thea|Them1|mKIAA0707","acyl-CoA thioesterase 11","protein-coding",2.87676,1.678024,3.898632,4.049165,3.034027,1.348646,"Distal Intergenic",NA,"Acot11"
"chr4:106909900-106914060","chr4",106909900,106914060,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,16,0,16,106911795,0,20.734685,0,"intron ","CpG",510,"NM_023672",72475,NA,"NM_023672","ENSMUSG00000061887","Ssbp3","2610021L12Rik|2610200M23Rik|5730488C10Rik|LAST|SSDP1","single-stranded DNA binding protein 3","protein-coding",3.853993,1.845721,4.502463,5,3.929497,1.603011,"Promoter",NA,"Ssbp3"
"chr4:107065850-107067610","chr4",107065850,107067610,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,28,2,14,107066779,0,18.281175,0,"promoter-TSS ","promoter-TSS (NM_001346552)",136,"NM_025500",56280,NA,"NM_025500","ENSMUSG00000028622","Mrpl37","2300004O14Rik|MRP-L2|Rpml2","mitochondrial ribosomal protein L37","protein-coding",4.534323,1.650339,3.890174,3.804958,2.95631,1.445071,"Promoter",NA,"Mrpl37"
"chr4:107177150-107180349","chr4",107177150,107180349,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,72,0,72,107178899,0,23.82192,0,"promoter-TSS ","promoter-TSS (NM_025617)",119,"NM_029565",56374,NA,"NM_029565","ENSMUSG00000028618","Tmem59","1110001M20Rik|3110046P06Rik|D4Ertd20e|MTDCF1|ORF18","transmembrane protein 59","protein-coding",5,2.128317,5,5,5,1.693603,"Promoter",NA,"Tceanc2"
"chr4:107250644-107254920","chr4",107250644,107254920,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,44,2,22,107253431,0,22.960995,0,"promoter-TSS ","promoter-TSS (NM_001355460)",751,"NM_029985",77809,NA,"NM_029985","ENSMUSG00000028617","Lrrc42","A930011F22Rik","leucine rich repeat containing 42","protein-coding",5,1.828697,5,5,4.610496,1.521802,"Promoter",NA,"Lrrc42"
"chr4:107313500-107315214","chr4",107313500,107315214,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,15,0,15,107314394,0,17.596839,0,"promoter-TSS ","promoter-TSS (NM_001205156)",-6,"NM_001205156",230584,NA,"NM_145550","ENSMUSG00000057375","Yipf1","C030002N13Rik","Yip1 domain family, member 1","protein-coding",4.48092,0.292173,3.935906,4.28385,3.133158,1.470832,"Promoter",NA,"Yipf1"
"chr4:107367200-107368765","chr4",107367200,107368765,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,39,1,39,107367991,0,21.199317,0,"promoter-TSS ","promoter-TSS (NM_028355)",-65,"NM_028355",72787,NA,"NM_028355","ENSMUSG00000028614","Ndc1","2810475A17Rik|Tmem48|sks","NDC1 transmembrane nucleoporin","protein-coding",5,1.786926,4.454704,4.396653,3.539305,2.021729,"Promoter",NA,"Ndc1"
"chr4:107801360-107804399","chr4",107801360,107804399,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,51,0,51,107802878,0,23.789908,0,"promoter-TSS ","promoter-TSS (NM_001369052)",-6,"NM_001369052",16975,NA,"NM_053073","ENSMUSG00000028613","Lrp8","4932703M08Rik|ApoER2|Lr8b","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor","protein-coding",5,2.141845,5,5,5,1.648063,"Promoter",NA,"Lrp8"
"chr4:107878900-107880978","chr4",107878900,107880978,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,8,0,8,107879931,0,13.626524,0,"exon ","exon (NM_001282737, exon 1 of 5)",184,"NM_001282737",17149,NA,"NM_001282737","ENSMUSG00000028609","Magoh","Mago-m|Mos2","mago homolog, exon junction complex core component","protein-coding",3.237319,1.740097,2.254921,3.110014,1.842813,1.44136,"Promoter",NA,"Magoh"
"chr4:107889500-107890941","chr4",107889500,107890941,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,31,0,31,107890063,0,19.586476,0,"intron ","intron (NM_001347160, intron 2 of 7)",321,"NM_028754",74098,NA,"NM_028754","ENSMUSG00000028608","Czib","0610037L13Rik|1110008H16Rik","CXXC motif containing zinc binding protein","protein-coding",5,1.827938,3.853769,4.260566,3.086234,1.557969,"Promoter",NA,"Czib"
"chr4:107922150-107923949","chr4",107922150,107923949,".","MACS2|GEM|HOMER|Genrich|SICER2",5,10,0,10,107923168,0,12.253645,0,"intron ","intron (NM_009949, intron 1 of 4)",540,"NM_009949",12896,NA,"NM_009949","ENSMUSG00000028607","Cpt2","CPTII","carnitine palmitoyltransferase 2","protein-coding",2.76074,1.505276,2.916173,3.35163,0.293184,1.426642,"Promoter",NA,"Cpt2"
"chr4:108069500-108071699","chr4",108069500,108071699,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,27,1,27,108070877,0,21.705836,0,"intron ","intron (NM_011327, intron 12 of 15)",-16758,"NR_105823",102465213,NA,"NR_105823","ENSMUSG00000098980","Mir6397","Gm28004|mmu-mir-6397","microRNA 6397","ncRNA",5,2.118481,4.505697,4.942394,3.669919,1.469345,"Promoter",NA,"Scp2"
"chr4:108165148-108166049","chr4",108165148,108166049,".","MACS2|GEM|HOMER|Genrich|SICER2",5,18,0,18,108165582,0,13.807243,0,"exon ","exon (NM_026728, exon 1 of 10)",161,"NM_001254754",52430,NA,"NM_026728","ENSMUSG00000028601","Echdc2","1300017C12Rik|2610009M20Rik|D4Ertd765e","enoyl Coenzyme A hydratase domain containing 2","protein-coding",3.749107,1.948806,3.019078,3.589261,0.03248,1.468511,"Promoter",NA,"Echdc2"
"chr4:108298850-108301530","chr4",108298850,108301530,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,33,0,33,108300671,0,23.815752,0,"intron ","intron (NM_001033634, intron 1 of 13)",900,"NM_001033634",414872,NA,"NM_001033634","ENSMUSG00000034636","Zyg11b","1110046I03Rik|2810482G21Rik|D4Mgi23|Gm431|mKIAA1730","zyg-ll family member B, cell cycle regulator","protein-coding",5,2.143153,5,5,5,1.672599,"Promoter",NA,"Zyg11b"
"chr4:108327210-108328960","chr4",108327210,108328960,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,42,1,42,108328176,0,20.070206,0,"promoter-TSS ","promoter-TSS (NM_027250)",-67,"NM_027250",69893,NA,"NM_027250","ENSMUSG00000048351","Coa7","2010305A19Rik|D4Ertd796e|Selrc1","cytochrome c oxidase assembly factor 7","protein-coding",5,1.651247,4.088074,4.319444,3.576698,1.434743,"Promoter",NA,"Coa7"
